user_id,correct
2437,0
2440,1
2444,1
2445,1
2452,0
2454,0
2455,1
2457,1
2460,1
2462,1
2463,1
2465,1
2466,0
2470,1
2472,0
2474,0
2477,1
2478,0
2481,1
2485,1
2486,1
2489,1
2490,0
2491,1
2492,1
2493,1
2495,0
2496,0
2497,0
2501,0
2504,0
2505,1
2506,0
2509,1
2510,0
2512,0
2516,0
2525,0
2527,0
2529,1
2534,0
2537,1
2538,0
2540,0
2542,1
2544,1
2545,0
2553,0
2555,1
2559,1
2560,0
2562,0
2565,0
2568,0
2572,1
2574,1
2575,0
2576,0
2579,1
2581,1
2583,0
2586,0
2588,0
2593,0
2595,1
2596,0
2600,0
2601,1
2602,0
2603,0
2604,1
2606,1
2607,1
2612,0
2614,0
2615,1
2617,0
2618,0
2621,1
2622,0
2623,1
2624,1
2629,1
2630,0
2631,1
2632,1
2638,1
2643,1
2648,0
2649,1
2651,0
2653,0
2655,1
2657,0
2662,0
2664,1
2666,1
2668,1
2672,0
2673,0
2674,0
2675,0
2676,1
2679,1
2680,0
2681,0
2682,0
2685,1
2688,0
2689,0
2697,0
2699,1
2701,0
2702,1
2703,0
2704,1
2712,1
2713,0
2716,1
2717,0
2723,0
2727,1
2728,1
2729,0
2730,1
2732,1
2733,1
2739,1
2742,1
2743,0
2744,0
2747,0
2748,1
2749,0
2750,1
2752,0
2753,1
2754,1
2757,1
2758,1
2761,1
2762,0
2764,0
2771,1
2773,1
2774,1
2775,0
2780,0
2781,1
2782,0
2783,0
2786,1
2787,0
2789,0
2790,0
2791,1
2792,1
2793,1
2797,1
2798,0
2800,1
2801,0
2802,1
2804,1
2806,1
2810,1
2811,0
2812,0
2813,1
2814,0
2815,1
2816,1
2817,1
2820,1
2821,0
2822,0
2829,0
2833,0
2835,1
2836,1
2840,1
2842,1
2843,0
2845,0
2846,1
2847,1
2849,1
2850,1
2852,1
2854,1
2856,1
2857,1
2859,1
2860,1
2865,0
2869,1
2870,0
2872,0
2874,0
2877,0
2878,0
2879,1
2881,0
2884,0
2885,0
2888,0
2889,1
2892,0
2893,0
2894,0
2897,1
2899,0
2905,1
2906,0
2907,1
2912,1
2914,0
2917,0
2919,1
2921,0
2922,1
2923,0
2926,1
2927,0
2928,0
2929,0
2930,0
2933,1
2934,0
2936,1
2938,0
2940,0
2943,0
2944,1
2946,0
2947,0
2948,0
2953,0
2957,1
2961,1
2963,1
2965,0
2972,1
2973,0
2979,0
2980,0
2981,0
2983,0
2984,0
2985,1
2986,1
2987,1
2990,0
2991,0
2992,1
2993,1
2996,0
2999,0
3000,1
3002,0
3005,0
3008,1
3010,0
3011,1
3014,0
3017,0
3021,0
3026,0
3027,1
3029,0
3031,1
3034,0
3035,0
3036,1
3037,0
3038,1
3039,1
3042,0
3043,0
3044,0
3046,1
3047,1
3050,1
3051,1
3058,0
3059,1
3061,1
3062,0
3066,1
3072,1
3073,1
3078,0
3079,1
3082,1
3084,1
3086,1
3087,0
3098,0
3099,0
3105,0
3109,0
3111,0
3113,0
3115,0
3116,1
3117,0
3119,1
3120,1
3126,1
3128,0
3129,0
3130,1
3135,0
3137,0
3139,0
3140,0
3141,1
3142,0
3146,1
3148,1
3149,1
3150,0
3151,0
3154,1
3155,0
3156,1
3157,0
3161,0
3162,1
3163,1
3164,1
3167,0
3169,1
3173,1
3175,1
3178,0
3180,1
3181,0
3182,1
3185,0
3187,1
3189,1
3190,0
3191,0
3194,1
3195,1
3196,1
3198,1
3200,0
3201,0
3204,1
3207,1
3212,1
3218,1
3220,1
3222,1
3224,1
3225,0
3228,1
3231,0
3232,1
3234,1
3235,0
3236,0
3237,0
3239,1
3240,0
3245,1
3246,0
3247,0
3253,1
3254,0
3257,0
3260,0
3261,1
3264,1
3265,1
3267,0
3269,1
3270,1
3271,0
3274,1
3275,1
3279,1
3280,1
3281,1
3288,0
3292,0
3293,1
3294,0
3295,0
3296,1
3300,1
3303,1
3305,1
3306,1
3308,0
3309,1
3310,0
3311,1
3312,1
3315,0
3318,0
3321,0
3322,1
3323,1
3327,0
3328,1
3329,1
3330,0
3332,0
3334,1
3337,0
3339,0
3341,1
3343,0
3346,1
3348,1
3350,1
3351,1
3356,1
3358,1
3362,0
3364,0
3365,0
3367,1
3368,0
3369,0
3370,0
3371,0
3376,0
3379,1
3380,0
3381,1
3383,1
3386,1
3387,0
3389,0
3390,0
3393,1
3395,0
3398,1
3399,1
3401,1
3402,1
3407,0
3411,1
3415,1
3416,1
3417,0
3425,1
3431,0
3433,0
3435,1
3436,0
3440,0
3441,1
3443,0
3444,1
3445,0
3448,1
3450,0
3456,0
3457,0
3460,0
3461,0
3462,1
3465,1
3466,0
3467,0
3470,0
3471,1
3474,0
3476,1
3478,1
3483,1
3485,0
3486,0
3488,1
3489,0
3492,0
3493,0
3497,1
3498,1
3499,1
3500,0
3501,0
3503,0
3511,0
3513,0
3514,1
3516,1
3518,0
3519,0
3520,1
3521,1
3522,1
3525,1
3526,0
3528,1
3530,0
3533,0
3534,0
3535,1
3537,1
3538,1
3542,0
3544,0
3545,0
3546,0
3547,0
3548,1
3549,0
3550,1
3552,0
3556,1
3558,1
3560,1
3564,1
3565,1
3566,0
3567,0
3568,0
3570,1
3572,1
3573,1
3576,0
3577,1
3578,1
3582,0
3583,1
3591,1
3592,0
3595,1
3598,0
3602,1
3605,1
3606,0
3607,0
3608,0
3609,0
3612,1
3617,0
3619,1
3622,1
3631,0
3632,1
3633,0
3635,1
3639,0
3640,1
3643,1
3646,1
3649,0
3651,0
3654,1
3656,0
3660,0
3662,1
3664,1
3665,0
3671,0
3672,0
3674,0
3675,0
3676,1
3677,1
3683,0
3686,0
3687,1
3689,0
3690,1
3691,0
3692,1
3693,1
3695,0
3697,0
3701,0
3702,1
3704,1
3705,1
3710,0
3712,0
3715,0
3720,1
3722,0
3726,1
3727,0
3728,0
3729,1
3732,1
3734,0
3737,0
3738,0
3740,0
3742,1
3744,1
3745,1
3746,0
3749,0
3751,0
3752,0
3753,1
3755,0
3756,0
3759,1
3760,0
3762,0
3766,0
3768,0
3769,1
3771,0
3773,1
3774,0
3778,0
3779,1
3780,0
3781,1
3785,0
3786,0
3791,1
3792,1
3794,0
3796,1
3798,0
3799,1
3802,1
3803,1
3805,0
3810,0
3811,0
3812,1
3814,1
3815,0
3817,0
3823,1
3825,0
3826,1
3828,0
3832,1
3835,0
3836,0
3837,1
3838,1
3841,0
3843,1
3845,1
3846,0
3848,0
3850,0
3851,1
3852,0
3854,1
3856,0
3858,1
3859,0
3862,0
3867,0
3868,1
3869,1
3871,1
3872,1
3873,1
3874,0
3876,1
3878,0
3879,0
3880,0
3882,1
3883,0
3884,1
3885,0
3888,0
3890,1
3891,0
3892,1
3895,1
3897,0
3899,1
3903,1
3905,0
3908,1
3909,1
3913,0
3914,0
3917,1
3919,1
3921,1
3924,0
3925,1
3926,0
3927,1
3930,0
3931,0
3933,1
3934,1
3936,0
3938,0
3939,0
3941,0
3943,0
3945,1
3946,0
3948,0
3950,1
3952,0
3953,0
3954,0
3956,1
3960,0
3962,0
3963,1
3966,1
3968,0
3970,1
3971,1
3972,1
3974,0
3976,0
3978,0
3980,0
3981,0
3982,0
3985,1
3987,1
3991,0
3992,1
3995,1
4001,0
4004,0
4007,0
4008,0
4009,0
4011,1
4012,1
4016,1
4018,1
4021,0
4023,0
4024,0
4026,0
4028,0
4033,0
4034,1
4036,1
4037,0
4039,0
4042,0
4044,1
4046,1
4051,1
4055,1
4059,1
4062,0
4064,0
4065,0
4066,1
4068,0
4070,0
4075,1
4081,1
4084,0
4088,0
4095,0
4097,1
4102,0
4105,0
4108,0
4111,1
4113,0
4114,1
4115,1
4116,1
4118,1
4120,0
4122,0
4124,1
4125,1
4126,1
4127,1
4128,1
4130,1
4131,1
4132,0
4138,0
4139,1
4140,0
4141,1
4143,0
4144,1
4145,1
4146,0
4147,1
4149,1
4150,0
4151,1
4154,0
4156,1
4158,1
4159,1
4163,1
4164,0
4165,0
4166,0
4168,0
4169,0
4171,1
4173,1
4174,1
4176,0
4177,1
4179,1
4181,0
4182,1
4187,1
4190,0
4193,0
4195,0
4196,0
4199,1
4200,0
4201,1
4203,0
4204,1
4206,0
4208,1
4210,0
4216,1
4220,0
4222,0
4224,1
4226,1
4230,1
4232,1
4235,1
4237,0
4241,1
4242,1
4243,0
4244,0
4245,0
4246,0
4247,1
4249,1
4250,0
4251,0
4252,1
4256,0
4257,1
4258,0
4260,1
4262,0
4268,1
4271,1
4273,1
4274,0
4276,0
4280,0
4283,0
4284,0
4286,1
4293,1
4296,0
4297,1
4298,1
4300,1
4301,0
4303,1
4304,1
4305,0
4306,0
4308,0
4311,1
4312,0
4313,1
4314,1
4316,1
4317,1
4322,0
4324,1
4327,1
4331,1
4333,1
4334,0
4337,1
4341,1
4342,0
4345,0
4346,1
4347,1
4350,1
4351,0
4352,1
4354,0
4355,1
4363,1
4364,1
4366,0
4367,1
4369,1
4371,1
4373,0
4376,0
4382,0
4383,0
4386,1
4389,1
4390,1
4391,1
4394,0
4396,1
4399,1
4403,0
4405,0
4407,1
4408,1
4409,0
4412,1
4414,0
4416,1
4420,1
4422,1
4424,1
4425,1
4426,1
4429,1
4430,1
4431,1
4432,0
4433,1
4435,0
4436,1
4437,0
4438,1
4439,1
4443,0
4445,0
4446,0
4450,1
4451,1
4454,1
4455,0
4456,0
4457,0
4462,0
4465,1
4466,1
4467,1
4469,1
4471,1
4475,0
4479,1
4480,0
4481,1
4482,0
4483,1
4485,1
4486,0
4487,1
4488,0
4490,0
4491,1
4494,0
4498,1
4504,0
4506,1
4507,1
4509,0
4510,0
4515,1
4516,0
4517,1
4518,0
4519,1
4521,1
4523,0
4524,1
4528,1
4533,0
4534,0
4536,0
4538,1
4539,1
4544,1
4547,1
4553,1
4554,0
4555,1
4556,0
4558,0
4564,1
4565,0
4568,0
4571,1
4574,0
4579,0
4580,1
4581,0
4583,1
4584,0
4586,1
4588,0
4589,0
4592,1
4594,0
4596,1
4598,1
4599,1
4601,1
4604,1
4607,0
4612,1
4613,1
4615,1
4617,0
4621,0
4623,0
4625,1
4629,1
4630,0
4633,0
4634,0
4635,1
4637,0
4638,0
4641,0
4647,1
4648,0
4649,0
4650,0
4652,0
4654,1
4661,1
4662,1
4666,1
4668,1
4671,0
4673,1
4676,0
4677,1
4678,1
4679,0
4680,1
4683,1
4684,1
4687,1
4689,0
4690,1
4691,1
4702,0
4706,1
4708,1
4709,0
4710,1
4712,1
4713,0
4714,1
4715,0
4719,1
4722,0
4723,0
4724,0
4730,1
4732,0
4734,0
4738,1
4740,1
4744,1
4747,0
4750,0
4755,0
4758,0
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4767,0
4769,0
4770,1
4774,0
4778,0
4779,1
4782,1
4783,0
4784,1
4787,1
4788,0
4792,0
4793,0
4794,1
4796,0
4799,1
4802,1
4805,0
4808,0
4811,1
4812,1
4814,0
4816,1
4817,0
4818,0
4820,0
4822,0
4825,0
4826,1
4827,1
4835,0
4842,0
4844,1
4845,0
4847,1
4850,1
4851,0
4852,1
4853,1
4854,1
4855,1
4857,1
4858,0
4859,0
4866,0
4868,0
4872,1
4875,1
4877,0
4879,0
4881,0
4886,0
4887,0
4889,1
4890,0
4894,0
4897,1
4899,0
4900,1
4906,1
4908,0
4909,1
4910,1
4913,1
4915,0
4916,1
4918,0
4919,0
4922,1
4927,1
4930,0
4933,1
4935,1
4938,0
4939,0
4941,0
4949,1
4951,1
4954,1
4955,0
4967,0
4969,0
4970,0
4971,0
4972,1
4973,1
4975,0
4976,0
4977,0
4978,1
4979,0
4981,1
4984,1
4985,0
4986,0
4987,0
4989,0
4993,0
4995,0
4997,0
5003,0
5005,0
5006,0
5007,0
5008,1
5009,0
5010,1
5011,0
5013,0
5020,1
5023,0
5024,0
5027,1
5029,1
5033,1
5034,1
5036,1
5037,0
5038,1
5039,1
5044,1
5045,0
5046,1
5052,0
5053,1
5054,0
5056,1
5058,0
5060,1
5067,0
5069,1
5070,1
5073,0
5075,0
5076,1
5079,1
5080,1
5085,0
5087,1
5088,0
5089,1
5090,1
5093,1
5095,1
5096,0
5100,0
5104,0
5107,1
5108,0
5112,1
5113,0
5114,1
5116,0
5118,0
5126,1
5128,0
5130,1
5131,1
5132,0
5133,0
5135,0
5139,0
5140,1
5141,0
5142,1
5144,1
5148,1
5150,0
5153,0
5154,0
5156,1
5160,1
5161,1
5162,0
5163,0
5165,1
5166,1
5170,0
5171,0
5172,1
5175,1
5176,1
5177,1
5178,0
5181,0
5183,1
5187,0
5188,0
5191,0
5201,1
5203,1
5206,1
5207,0
5211,1
5215,1
5218,0
5228,1
5231,0
5232,1
5235,0
5236,1
5238,0
5240,0
5241,1
5242,0
5244,0
5245,0
5248,0
5249,1
5250,1
5252,0
5255,0
5257,0
5258,1
5259,0
5262,0
5266,1
5267,0
5268,0
5270,0
5271,0
5274,0
5276,1
5277,1
5280,0
5283,0
5284,1
5285,1
5287,1
5288,0
5290,0
5294,0
5295,1
5297,1
5300,1
5303,0
5306,1
5307,1
5311,0
5313,0
5317,1
5318,1
5320,0
5321,1
5324,1
5327,0
5328,1
5330,0
5335,1
5337,1
5338,0
5339,1
5343,0
5344,1
5345,0
5348,0
5355,1
5356,1
5360,0
5362,1
5363,0
5365,0
5368,0
5370,1
5373,0
5375,1
5376,1
5379,1
5380,1
5382,0
5387,1
5388,0
5396,0
5397,0
5398,1
5400,1
5401,0
5402,1
5404,1
5405,1
5406,1
5408,0
5409,0
5412,0
5418,0
5423,1
5425,1
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,1
5434,1
5436,1
5439,1
5441,0
5443,1
5445,0
5446,0
5448,0
5450,0
5451,1
5452,0
5455,1
5458,1
5459,0
5461,1
5462,0
5464,1
5465,0
5469,1
5471,0
5473,1
5474,0
5476,1
5477,0
5478,1
5481,1
5482,1
5484,1
5485,0
5487,1
5488,1
5490,1
5495,1
5496,0
5504,1
5507,1
5509,1
5510,1
5511,1
5512,1
5514,0
5515,0
5516,1
5518,0
5520,1
5521,1
5523,1
5527,0
5529,0
5533,0
5534,1
5536,0
5539,0
5545,0
5548,0
5549,1
5552,0
5553,1
5554,1
5558,0
5560,0
5567,0
5568,0
5569,1
5571,1
5573,0
5575,0
5578,0
5579,0
5581,0
5582,1
5583,0
5584,0
5585,0
5590,0
5592,1
5595,0
5597,0
5599,1
5601,0
5602,1
5603,1
5606,1
5608,0
5610,0
5611,1
5615,1
5619,1
5621,1
5624,0
5626,0
5627,0
5629,1
5630,0
5631,1
5634,0
5636,1
5638,1
5640,1
5641,0
5644,1
5645,1
5650,0
5652,1
5654,1
5655,0
5656,1
5659,0
5660,0
5661,0
5662,1
5665,1
5668,1
5672,1
5673,1
5674,0
5679,0
5681,1
5682,1
5684,1
5685,0
5688,1
5689,0
5690,0
5691,1
5692,1
5697,0
5699,0
5700,1
5703,0
5705,0
5710,0
5711,0
5712,0
5713,1
5714,1
5715,0
5720,1
5721,1
5722,0
5723,1
5726,1
5727,0
5728,1
5731,0
5732,0
5733,0
5734,0
5735,0
5736,1
5737,1
5740,0
5742,0
5744,1
5746,1
5748,0
5750,0
5751,1
5753,0
5754,1
5756,0
5757,1
5759,0
5762,0
5766,0
5772,1
5775,1
5776,1
5778,1
5779,1
5780,1
5781,1
5782,1
5784,1
5785,0
5786,0
5788,1
5789,1
5791,1
5795,1
5799,1
5800,0
5801,1
5806,0
5810,1
5812,1
5814,0
5816,1
5818,0
5823,1
5827,0
5828,1
5830,0
5833,0
5835,0
5837,0
5838,1
5839,0
5847,1
5850,1
5851,0
5856,0
5859,0
5862,0
5864,0
5865,0
5866,1
5869,0
5873,0
5874,1
5882,0
5883,1
5884,0
5886,0
5889,1
5890,1
5891,0
5893,1
5897,0
5901,1
5902,1
5903,1
5906,1
5907,1
5908,0
5909,1
5912,1
5915,0
5916,0
5920,1
5921,1
5923,1
5929,0
5932,0
5933,0
5935,1
5942,0
5945,1
5952,0
5956,0
5958,0
5962,0
5964,0
5965,1
5970,1
5973,1
5974,1
5975,1
5976,1
5977,0
5981,1
5986,1
5987,0
5988,0
5992,0
5996,0
5999,0
6001,1
6002,0
6004,1
6007,1
6008,0
6010,1
6012,0
6013,0
6014,0
6015,1
6016,0
6018,0
6019,0
6029,1
6030,1
6031,0
6034,1
6035,0
6039,0
6044,1
6046,1
6050,0
6051,0
6054,1
6057,0
6059,0
6060,1
6061,0
6062,0
6063,0
6066,1
6069,0
6071,0
6077,1
6081,1
6082,1
6083,0
6084,0
6085,0
6086,1
6087,1
6088,0
6091,0
6092,0
6094,1
6095,1
6096,0
6098,0
6101,0
6102,1
6103,0
6104,1
6108,0
6109,0
6110,1
6114,1
6118,0
6120,0
6127,0
6129,0
6133,1
6135,0
6136,1
6137,1
6138,1
6141,0
6142,0
6143,0
6147,1
6150,1
6151,0
6158,1
6159,1
6160,0
6163,0
6166,1
6167,0
6168,1
6172,1
6175,0
6177,0
6178,1
6180,1
6182,1
6187,0
6188,1
6191,1
6194,1
6195,0
6196,1
6197,1
6200,0
6203,0
6205,0
6207,0
6212,1
6214,0
6215,1
6217,0
6218,0
6219,1
6220,0
6221,1
6226,1
6227,1
6229,0
6231,1
6237,1
6238,0
6242,0
6248,1
6249,0
6250,1
6251,0
6260,1
6262,0
6267,1
6271,0
6272,1
6273,0
6274,1
6277,1
6279,0
6282,0
6283,0
6284,1
6285,1
6286,0
6291,1
6297,0
6298,0
6300,0
6301,0
6304,1
6309,1
6310,1
6312,1
6314,0
